nom_station,periode,esp_nom_commun,esp_nom_commun_nb,pop_coordonnees_x,pop_coordonnees_y,secteur_hydro_ope,region_hydro_ope
02001025 - Landser,2007,"Epinoche, Loche franche, Gardon",3,1028691,6740057,A0,A
02001025 - Landser,2009,"Epinoche, Loche franche, Vairon",3,1029100,6740474,A0,A
02001025 - Landser,2009,"Epinoche, Loche franche, Vairon",3,1028691,6740057,A0,A
02001025 - Landser,2011,"Epinoche, Loche franche, Vairon",3,1029100,6740474,A0,A
02001025 - Landser,2011,"Epinoche, Loche franche, Vairon",3,1028691,6740057,A0,A
02001025 - Landser,2013,"Epinoche, Loche franche",2,1029100,6740474,A0,A
02001025 - Landser,2013,"Epinoche, Loche franche",2,1028691,6740057,A0,A
02001025 - Landser,2015,"Vairon, Loche franche, Epinoche, Goujon",4,1029100,6740474,A0,A
02001025 - Landser,2015,"Vairon, Loche franche, Epinoche, Goujon",4,1028691,6740057,A0,A
02001025 - Landser,2017,"Loche franche, Vairon, Epinoche, Goujon",4,1029100,6740474,A0,A
02001025 - Landser,2017,"Loche franche, Vairon, Epinoche, Goujon",4,1028691,6740057,A0,A
02001025 - Landser,2019,"Epinoche, Loche franche, Goujon, Pseudorasbora",4,1029100,6740474,A0,A
02001025 - Landser,2019,"Epinoche, Loche franche, Goujon, Pseudorasbora",4,1028691,6740057,A0,A
02001047 - Schœnau,1991,"Tanche, Gardon, Chevaine, Brochet, Perche, Anguille d'Europe, Brème commune, Vandoise, Rotengle, Ablette, Barbeau fluviatile, Carpe commune, Perche soleil, Sandre",14,1046809,6804976,A0,A
02001047 - Schœnau,1993,"Gardon, Perche, Brochet, Chevaine, Brème commune, Anguille d'Europe, Tanche, Ablette, Sandre, Brème bordelière, Carpe miroir, Carpe commune, Hotu, Epinoche",14,1046809,6804976,A0,A
02001047 - Schœnau,1995,"Gardon, Chevaine, Tanche, Ablette, Perche soleil, Rotengle, Goujon, Brochet, Anguille d'Europe, Perche, Brème commune, Carpe commune, Barbeau fluviatile, Sandre, Brème bordelière, Hotu",16,1046809,6804976,A0,A
02001047 - Schœnau,1997,"Anguille d'Europe, Tanche, Chevaine, Brochet, Gardon, Perche, Ablette, Vandoise, Brème bordelière, Loche franche, Barbeau fluviatile, Carpe commune, Gremille, Brème commune, Perche soleil, Goujon, Rotengle",17,1046809,6804976,A0,A
02001047 - Schœnau,1999,"Chevaine, Loche franche, Hotu, Ablette, Barbeau fluviatile, Goujon, Anguille d'Europe, Perche soleil, Vairon, Spirlin, Gardon, Vandoise, Chabot, Perche, Brème commune, Aspe, Brochet, Carpe commune, Tanche",19,1046809,6804976,A0,A
02001047 - Schœnau,2001,"Gardon, Chevaine, Vairon, Barbeau fluviatile, Tanche, Ablette, Brochet, Anguille d'Europe, Loche franche, Goujon, Perche, Epinoche, Spirlin, Perche soleil, Vandoise, Brème commune, Hotu, Brème bordelière",18,1046809,6804976,A0,A
02001047 - Schœnau,2003,"Chevaine, Tanche, Gardon, Vandoise, Barbeau fluviatile, Vairon, Perche, Anguille d'Europe, Loche franche, Spirlin, Ablette, Brochet, Goujon, Rotengle, Sandre, Epinoche, Silure glane",17,1046809,6804976,A0,A
02001047 - Schœnau,2005,"Chevaine, Tanche, Brochet, Goujon, Anguille d'Europe, Perche, Loche franche, Vairon, Perche soleil, Epinoche, Silure glane, Brème commune, Gremille, Hotu, Ablette, Sandre, Gardon, Barbeau fluviatile, Spirlin, Rotengle, Aspe",21,1046809,6804976,A0,A
02001047 - Schœnau,2007,"Chevaine, Goujon, Barbeau fluviatile, Perche soleil, Gardon, Vairon, Perche, Hotu, Loche franche, Anguille d'Europe, Epinoche, Spirlin, Brochet, Ablette, Lamproie de planer, Gremille, Silure glane, Brème commune, Vandoise, Aspe",20,1046809,6804976,A0,A
02001047 - Schœnau,2009,"Chevaine, Goujon, Spirlin, Barbeau fluviatile, Gardon, Brochet, Loche franche, Hotu, Perche, Tanche, Anguille d'Europe, Bouvière, Epinoche, Brème commune, Ablette, Vairon, Perche soleil, Silure glane, Vandoise, Rotengle, Gremille",21,1046809,6804976,A0,A
02001047 - Schœnau,2011,"Chevaine, Loche franche, Spirlin, Hotu, Ablette, Barbeau fluviatile, Goujon, Epinoche, Vairon, Perche, Anguille d'Europe, Brème commune, Tanche, Brochet, Gardon, Silure glane, Gobie demi-lune, Vandoise, Aspe, Gremille, Sandre",21,1046809,6804976,A0,A
02001047 - Schœnau,2013,"Chevaine, Gobie à tache noire, Barbeau fluviatile, Hotu, Brème bordelière, Gobie demi-lune, Bouvière, Loche franche, Vandoise, Perche soleil, Ablette, Gobie de kessler, Spirlin, Perche, Silure glane, Brème commune, Aspe, Goujon, Vairon, Blageon, Gardon, Anguille d'Europe, Brochet, Epinoche, Rotengle, Tanche",26,1046809,6804976,A0,A
02001047 - Schœnau,2015,"Gobie à tache noire, Chevaine, Hotu, Barbeau fluviatile, Spirlin, Ablette, Gobie de kessler, Gardon, Gobie demi-lune, Anguille d'Europe, Perche soleil, Vairon, Bouvière, Loche franche, Brème commune, Silure glane, Perche, Brème bordelière, Goujon, Vandoise, Tanche, Sandre",22,1046809,6804976,A0,A
02001047 - Schœnau,2017,"Gobie à tache noire, Bouvière, Ablette, Chevaine, Barbeau fluviatile, Perche, Vandoise, Gobie demi-lune, Anguille d'Europe, Brème bordelière, Aspe, Carpe commune, Tanche, Silure glane, Epinoche, Pseudorasbora, Gardon, Brochet, Sandre, Perche soleil, Hotu, Spirlin, Gobie de kessler, Loche franche",24,1046809,6804976,A0,A
02001047 - Schœnau,2019,"Gobie à tache noire, Bouvière, Chevaine, Gardon, Gobie demi-lune, Ablette, Brème indéterminée, Pseudorasbora, Gobie de kessler, Anguille d'Europe, Silure glane, Loche franche, Barbeau fluviatile, Brème bordelière, Spirlin, Vandoise, Carpe miroir, Rotengle, Tanche, Perche, Aspe, Hotu, Epinoche",23,1046809,6804976,A0,A
02001049 - Rhinau,1991,"Vandoise, Gardon, Goujon, Chevaine, Anguille d'Europe, Brème bordelière, Perche, Loche franche, Ablette, Barbeau fluviatile, Tanche, Sandre, Hotu, Brème commune, Brochet",15,1047087,6805197,A0,A
02001049 - Rhinau,1993,"Gardon, Perche, Ablette, Chevaine, Anguille d'Europe, Goujon, Brochet, Hotu, Brème commune, Barbeau fluviatile, Gremille, Tanche, Lote de rivière, Truite de riviere, Vandoise, Perche soleil, Rotengle, Epinoche",18,1047087,6805197,A0,A
02001049 - Rhinau,1995,"Gardon, Hotu, Goujon, Vandoise, Anguille d'Europe, Ablette, Barbeau fluviatile, Loche franche, Brème commune, Chevaine, Brochet, Gremille, Perche, Spirlin, Epinoche",15,1047087,6805197,A0,A
02001049 - Rhinau,1997,"Barbeau fluviatile, Chevaine, Loche franche, Hotu, Tanche, Brochet, Perche, Ablette, Goujon, Brème commune, Vandoise, Anguille d'Europe, Rotengle, Gremille",14,1047087,6805197,A0,A
02001049 - Rhinau,1999,"Ablette, Chevaine, Vandoise, Spirlin, Barbeau fluviatile, Goujon, Anguille d'Europe, Hotu, Gardon, Perche, Loche franche, Brème bordelière, Brochet, Vairon, Tanche, Epinoche, Sandre, Truite de riviere, Brème commune",19,1047087,6805197,A0,A
02001049 - Rhinau,2001,"Vairon, Goujon, Chevaine, Spirlin, Vandoise, Loche franche, Barbeau fluviatile, Gardon, Brochet, Perche, Anguille d'Europe, Perche soleil, Tanche, Epinoche, Gremille, Chabot, Ablette",17,1047087,6805197,A0,A
02001049 - Rhinau,2003,"Chevaine, Brème bordelière, Tanche, Loche franche, Goujon, Perche, Anguille d'Europe, Perche soleil, Barbeau fluviatile, Spirlin, Hotu, Gremille, Brème commune, Ablette, Vandoise, Brochet, Epinoche, Sandre, Gardon, Vairon",20,1047087,6805197,A0,A
02001049 - Rhinau,2005,"Brème commune, Goujon, Ablette, Chevaine, Brochet, Loche franche, Perche soleil, Gardon, Perche, Epinoche, Spirlin, Vandoise, Anguille d'Europe, Tanche, Aspe, Rotengle, Silure glane, Barbeau fluviatile, Vairon, Carpe commune, Pseudorasbora",21,1047087,6805197,A0,A
02001049 - Rhinau,2007,"Chevaine, Loche franche, Goujon, Vairon, Epinoche, Perche, Gremille, Tanche, Anguille d'Europe, Perche soleil, Lamproie de planer, Gardon, Pseudorasbora, Brochet, Ablette, Bouvière, Silure glane, Vandoise, Brème commune, Barbeau fluviatile, Spirlin, Hotu, Aspe, Lamproie indéterminée (genre Lampetra), Carpe commune",25,1047087,6805197,A0,A
02001049 - Rhinau,2009,"Chevaine, Loche franche, Perche, Brochet, Tanche, Lamproie de planer, Gremille, Anguille d'Europe, Goujon, Gardon, Aspe, Silure glane, Brème commune, Vandoise, Vairon, Epinoche, Bouvière, Ablette, Hotu, Pseudorasbora",20,1047087,6805197,A0,A
02001049 - Rhinau,2011,"Chevaine, Loche franche, Carpe commune, Epinoche, Tanche, Perche, Silure glane, Gobie demi-lune, Lamproie de planer, Anguille d'Europe, Vairon, Gardon, Ablette, Brème commune, Perche soleil, Goujon, Brochet, Aspe, Bouvière, Hotu, Vandoise, Gremille",22,1047087,6805197,A0,A
02001049 - Rhinau,2013,"Gobie à tache noire, Chevaine, Brème commune, Gobie de kessler, Hotu, Pseudorasbora, Bouvière, Anguille d'Europe, Loche franche, Barbeau fluviatile, Vairon, Tanche, Gobie demi-lune, Perche soleil, Aspe, Carpe commune, Vandoise, Brochet, Gardon, Lamproie de planer, Epinoche, Goujon, Rotengle, Perche",24,1047087,6805197,A0,A
02001049 - Rhinau,2015,"Gobie à tache noire, Chevaine, Vandoise, Gobie de kessler, Bouvière, Tanche, Gardon, Hotu, Gobie demi-lune, Brème commune, Perche soleil, Carpe commune, Lamproie de planer, Aspe, Goujon, Brochet, Loche franche, Ablette, Brème bordelière, Vairon, Silure glane, Perche, Epinoche, Anguille d'Europe, Sandre",25,1047087,6805197,A0,A
02001049 - Rhinau,2017,"Bouvière, Tanche, Gobie à tache noire, Chevaine, Gardon, Brème indéterminée, Aspe, Gobie demi-lune, Perche soleil, Perche, Carpe commune, Pseudorasbora, Gobie de kessler, Carassin argente, Anguille d'Europe, Hotu, Rotengle, Epinoche, Vandoise, Ablette, Goujon",21,1047087,6805197,A0,A
02001049 - Rhinau,2019,"Bouvière, Tanche, Gobie à tache noire, Ablette, Gobie de kessler, Gardon, Gobie demi-lune, Chevaine, Pseudorasbora, Brème indéterminée, Carpe commune, Brochet, Silure glane, Anguille d'Europe, Epinoche, Perche soleil, Aspe, Rotengle, Vandoise, Loche franche, Perche",21,1047087,6805197,A0,A
02001050 - Rhinau,1991,"Anguille d'Europe, Gardon, Chevaine, Perche, Brème commune, Gremille",6,1049162,6811854,A0,A
02001050 - Rhinau,1993,"Anguille d'Europe, Chevaine, Vandoise, Goujon, Perche, Barbeau fluviatile, Gardon, Hotu, Lote de rivière, Epinoche, Sandre, Loche franche",12,1049162,6811854,A0,A
02001050 - Rhinau,1995,"Anguille d'Europe, Barbeau fluviatile, Goujon, Gardon, Chevaine, Ablette, Perche, Brème commune, Sandre, Hotu, Brème bordelière",11,1049162,6811854,A0,A
02001050 - Rhinau,1997,"Anguille d'Europe, Perche, Gremille, Loche franche, Brème commune, Hotu, Goujon, Gardon, Chevaine, Barbeau fluviatile, Vandoise, Epinoche",12,1049162,6811854,A0,A
02001050 - Rhinau,1999,"Barbeau fluviatile, Anguille d'Europe, Perche, Ablette, Gremille, Chevaine, Loche franche, Brème bordelière, Goujon, Gardon, Tanche, Hotu, Carpe commune, Brochet",14,1049162,6811854,A0,A
02001050 - Rhinau,2001,"Barbeau fluviatile, Chevaine, Perche, Anguille d'Europe, Hotu, Gremille, Loche franche, Goujon, Lote de rivière, Lamproie de planer, Spirlin, Ablette, Vandoise, Saumon atlantique, Silure glane",15,1049162,6811854,A0,A
02001050 - Rhinau,2003,"Perche, Gremille, Anguille d'Europe, Chevaine, Barbeau fluviatile, Silure glane, Loche franche, Gardon, Goujon, Perche soleil, Tanche, Sandre, Ablette, Chabot",14,1049162,6811854,A0,A
02001050 - Rhinau,2005,"Barbeau fluviatile, Perche, Chevaine, Gardon, Anguille d'Europe, Brochet, Brème commune, Vandoise, Gremille, Silure glane, Ablette, Lote de rivière, Epinoche, Loche franche",14,1049162,6811854,A0,A
02001050 - Rhinau,2007,"Anguille d'Europe, Gremille, Barbeau fluviatile, Silure glane, Perche, Chevaine, Loche franche, Goujon, Ablette, Vairon, Epinoche, Carpe commune, Vandoise, Lote de rivière, Brème commune, Hotu, Gardon, Sandre",18,1049162,6811854,A0,A
02001050 - Rhinau,2009,"Anguille d'Europe, Gremille, Perche, Gardon, Silure glane, Chevaine, Perche soleil, Barbeau fluviatile, Hotu, Vandoise, Loche franche, Aspe, Goujon, Truite de riviere",14,1049162,6811854,A0,A
02001050 - Rhinau,2011,"Gobie de kessler, Anguille d'Europe, Perche, Gobie à tache noire, Chevaine, Gardon, Gremille, Silure glane, Gobie demi-lune, Barbeau fluviatile, Vandoise, Loche franche, Hotu, Vairon, Goujon, Perche soleil, Brochet, Epinoche",18,1049162,6811854,A0,A
02001050 - Rhinau,2013,"Gobie à tache noire, Barbeau fluviatile, Anguille d'Europe, Hotu, Ablette, Vandoise, Chevaine, Gobie de kessler, Perche soleil, Gardon, Epinoche, Silure glane, Aspe, Perche",14,1049162,6811854,A0,A
02001050 - Rhinau,2015,"Gobie à tache noire, Chevaine, Gardon, Hotu, Gobie de kessler, Barbeau fluviatile, Anguille d'Europe, Ablette, Silure glane, Gobie demi-lune, Brème bordelière, Perche soleil, Brème commune, Tanche, Carassin argente",15,1049162,6811854,A0,A
02001050 - Rhinau,2017,"Gobie à tache noire, Gobie demi-lune, Anguille d'Europe, Barbeau fluviatile, Gobie de kessler, Chevaine, Gardon, Bouvière, Ablette, Tanche, Truite de riviere, Gremille, Perche soleil",13,1049162,6811854,A0,A
02001050 - Rhinau,2019,"Gobie à tache noire, Anguille d'Europe, Gardon, Chevaine, Gobie de kessler, Brème indéterminée, Ablette, Silure glane, Barbeau fluviatile, Bouvière, Epinoche, Pseudorasbora, Brochet, Gobie demi-lune, Hotu, Brème commune, Aspe, Brème bordelière, Tanche, Perche",20,1049162,6811854,A0,A
02001700 - Gambsheim,1991,"Anguille d'Europe, Perche, Ablette, Gardon, Chevaine, Brème commune, Vandoise, Gremille, Loche franche, Sandre, Truite de riviere",11,1063360,6856352,A3,A
02001700 - Gambsheim,1993,"Anguille d'Europe, Chevaine, Vandoise, Perche, Brème commune, Ablette, Gardon, Goujon, Gremille, Brème bordelière, Barbeau fluviatile, Truite de riviere, Sandre",13,1063360,6856352,A3,A
02001700 - Gambsheim,1995,"Ablette, Gardon, Chevaine, Perche, Anguille d'Europe, Hotu, Brème commune, Vandoise, Brochet, Barbeau fluviatile",10,1063360,6856352,A3,A
02001700 - Gambsheim,1997,"Anguille d'Europe, Perche, Gardon, Ablette, Aspe, Chevaine, Goujon, Gremille, Loche franche, Barbeau fluviatile, Lote de rivière",11,1063360,6856352,A3,A
02001700 - Gambsheim,1999,"Ablette, Gardon, Anguille d'Europe, Perche, Chevaine, Goujon, Brochet, Barbeau fluviatile, Vandoise, Brème bordelière, Hotu, Rotengle, Gremille",13,1063360,6856352,A3,A
02001700 - Gambsheim,2001,"Anguille d'Europe, Chevaine, Gardon, Barbeau fluviatile, Gremille, Ablette, Vandoise, Perche, Silure glane, Spirlin, Goujon, Loche franche, Chabot, Hotu, Lote de rivière, Epinoche, Sandre, Aspe",18,1063360,6856352,A3,A
02001700 - Gambsheim,2003,"Gremille, Anguille d'Europe, Gardon, Perche, Chevaine, Barbeau fluviatile, Ablette, Silure glane, Vandoise, Sandre, Goujon, Tanche, Brème commune, Chabot, Hotu, Spirlin, Brochet, Epinoche",18,1063360,6856352,A3,A
02001700 - Gambsheim,2005,"Chevaine, Anguille d'Europe, Gardon, Barbeau fluviatile, Silure glane, Perche, Gremille, Ablette, Hotu, Brochet, Sandre, Aspe, Saumon atlantique, Loche franche, Brème commune, Spirlin, Vandoise, Tanche, Epinoche, Perche soleil, Chabot",21,1063360,6856352,A3,A
02001700 - Gambsheim,2007,"Anguille d'Europe, Gremille, Perche, Chevaine, Silure glane, Barbeau fluviatile, Gobie demi-lune, Spirlin, Vandoise, Perche soleil, Chabot, Hotu, Sandre, Ablette, Gardon, Brème bordelière, Goujon",17,1063360,6856352,A3,A
02001700 - Gambsheim,2009,"Gardon, Perche, Anguille d'Europe, Gremille, Silure glane, Chevaine, Vandoise, Gobie demi-lune, Barbeau fluviatile, Spirlin, Goujon, Loche franche, Aspe, Ablette, Chabot, Brème commune, Sandre, Hotu, Tanche, Brochet",20,1063360,6856352,A3,A
02001700 - Gambsheim,2011,"Gardon, Gobie de kessler, Perche, Gremille, Gobie à tache noire, Gobie demi-lune, Silure glane, Chevaine, Anguille d'Europe, Ablette, Epinoche, Aspe, Hotu, Vandoise, Barbeau fluviatile, Chabot, Brochet, Loche franche, Lote de rivière",19,1063360,6856352,A3,A
02001700 - Gambsheim,2013,"Gobie à tache noire, Gardon, Chevaine, Gobie demi-lune, Silure glane, Gobie de kessler, Barbeau fluviatile, Anguille d'Europe, Perche, Epinoche, Hotu, Vandoise, Spirlin, Aspe, Goujon",15,1063360,6856352,A3,A
02001700 - Gambsheim,2015,"Gobie à tache noire, Gardon, Gobie de kessler, Gobie demi-lune, Anguille d'Europe, Ablette, Perche, Silure glane, Chevaine, Hotu, Barbeau fluviatile, Vandoise, Tanche, Gremille, Epinoche, Goujon",16,1063360,6856352,A3,A
02001700 - Gambsheim,2017,"Gobie à tache noire, Perche, Anguille d'Europe, Gobie demi-lune, Silure glane, Gardon, Chevaine, Barbeau fluviatile, Epinoche, Brème indéterminée, Ablette, Rotengle, Gobie de kessler",13,1063360,6856352,A3,A
02001700 - Gambsheim,2019,"Gobie à tache noire, Anguille d'Europe, Gardon, Silure glane, Gobie de kessler, Gobie demi-lune, Perche, Chevaine, Brème indéterminée, Barbeau fluviatile, Hotu, Spirlin, Goujon, Vandoise, Aspe, Sandre",16,1063360,6856352,A3,A
02002000 - Carspach,1993,"Goujon, Chevaine, Loche franche, Gardon, Spirlin, Rotengle, Barbeau fluviatile, Tanche",8,1016705,6732347,A1,A
02002000 - Carspach,1995,"Goujon, Loche franche, Chevaine, Spirlin, Gardon, Carassin, Barbeau fluviatile, Vairon, Truite de riviere, Rotengle, Anguille d'Europe, Tanche",12,1016705,6732347,A1,A
02002000 - Carspach,1997,"Loche franche, Spirlin, Goujon, Chevaine, Gardon, Barbeau fluviatile, Carpe commune, Vairon, Pseudorasbora, Tanche, Perche, Truite arc-en-ciel, Truite de riviere, Carassin, Hotu",15,1016705,6732347,A1,A
02002000 - Carspach,1999,"Loche franche, Spirlin, Goujon, Chevaine, Barbeau fluviatile, Vairon, Gardon, Chabot, Pseudorasbora, Perche, Truite de riviere, Cyprinidés, Ombre commun, Anguille d'Europe, Carassin",15,1016705,6732347,A1,A
02002000 - Carspach,2001,"Spirlin, Loche franche, Vairon, Goujon, Chevaine, Barbeau fluviatile, Gardon, Truite de riviere, Pseudorasbora, Carassin, Perche, Truite arc-en-ciel, Chabot, Tanche, Anguille d'Europe",15,1016705,6732347,A1,A
02002000 - Carspach,2003,"Loche franche, Spirlin, Vairon, Barbeau fluviatile, Goujon, Chevaine, Chabot, Truite de riviere, Gardon, Lamproie indéterminée (genre Lampetra), Lamproie de planer, Pseudorasbora, Perche soleil, Truite arc-en-ciel",14,1016705,6732347,A1,A
02002000 - Carspach,2005,"Loche franche, Vairon, Goujon, Spirlin, Chevaine, Barbeau fluviatile, Gardon, Pseudorasbora, Poisson chat, Perche, Truite arc-en-ciel, Truite de riviere, Lamproie indéterminée (genre Lampetra), Chabot, Ombre commun",15,1016705,6732347,A1,A
02002000 - Carspach,2007,"Loche franche, Spirlin, Vairon, Goujon, Chevaine, Barbeau fluviatile, Chabot, Perche soleil, Pseudorasbora, Gardon, Truite de riviere, Perche, Truite arc-en-ciel, Carassin argente, Carassin, Rotengle",16,1016705,6732347,A1,A
02002000 - Carspach,2009,"Loche franche, Spirlin, Vairon, Chabot, Goujon, Chevaine, Barbeau fluviatile, Truite de riviere, Pseudorasbora, Gardon, Perche",11,1016705,6732347,A1,A
02002000 - Carspach,2011,"Spirlin, Loche franche, Vairon, Chabot, Goujon, Barbeau fluviatile, Chevaine, Truite de riviere, Pseudorasbora, Gardon, Truite arc-en-ciel",11,1016705,6732347,A1,A
02002000 - Carspach,2015,"Spirlin, Goujon, Vairon, Loche franche, Barbeau fluviatile, Chevaine, Chabot, Gardon, Perche, Perche soleil, Rotengle, Pseudorasbora, Poisson chat, Truite de riviere, Brochet, Carassin argente, Truite arc-en-ciel",17,1016705,6732347,A1,A
02002000 - Carspach,2017,"Spirlin, Goujon, Loche franche, Vairon, Barbeau fluviatile, Chevaine, Chabot, Gardon, Truite de riviere, Perche, Perche soleil, Pseudorasbora, Truite arc-en-ciel",13,1016705,6732347,A1,A
02002000 - Carspach,2019,"Spirlin, Goujon, Vairon, Chevaine, Loche franche, Barbeau fluviatile, Gardon, Chabot, Poisson chat, Perche, Truite de riviere, Lamproie de planer, Able de Heckel, Pseudorasbora, Tanche",15,1016705,6732347,A1,A
02003350 - Seppois-le-Bas,1993,"Gardon, Chevaine, Loche franche, Goujon, Tanche, Perche soleil, Truite de riviere, Brème commune, Carpe miroir, Perche, Spirlin, Carassin, Carpe commune, Rotengle",14,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,1995,"Truite de riviere, Loche franche, Goujon, Gardon, Perche soleil, Perche, Chevaine, Carpe commune, Tanche, Brochet, Anguille d'Europe, Chabot, Ablette, Brème bordelière, Rotengle, Brème commune, Lamproie de planer, Carassin, Vairon, Bouvière",20,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,1997,"Loche franche, Gardon, Goujon, Vairon, Perche soleil, Truite de riviere, Tanche, Perche, Rotengle, Chabot, Spirlin, Chevaine, Brème commune, Carpe miroir, Brochet, Carassin, Carpe commune",17,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,1999,"Loche franche, Perche soleil, Goujon, Vairon, Gardon, Truite de riviere, Rotengle, Chevaine, Spirlin, Perche, Chabot, Tanche, Carassin, Carpe miroir, Carpe commune, Pseudorasbora, Brochet, Able de Heckel",18,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2001,"Loche franche, Vairon, Chabot, Perche soleil, Goujon, Gardon, Truite de riviere, Perche, Carassin, Spirlin, Tanche, Rotengle, Chevaine, Lamproie de planer, Carpe miroir, Pseudorasbora, Able de Heckel",17,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2003,"Loche franche, Chabot, Vairon, Spirlin, Gardon, Chevaine, Perche soleil, Goujon, Truite de riviere, Rotengle, Tanche, Carrassin doré, Perche, Able de Heckel, Carassin",15,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2005,"Loche franche, Vairon, Chabot, Perche soleil, Spirlin, Chevaine, Goujon, Truite de riviere, Gardon, Rotengle, Tanche, Pseudorasbora, Perche, Carassin argente, Lamproie indéterminée (genre Lampetra), Carrassin doré, Brochet",17,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2007,"Spirlin, Vairon, Loche franche, Perche soleil, Goujon, Chabot, Truite de riviere, Perche, Gardon, Tanche, Carpe commune, Rotengle, Chevaine, Carassin argente, Carpe miroir, Pseudorasbora",16,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2009,"Spirlin, Loche franche, Chabot, Vairon, Goujon, Truite de riviere, Perche soleil, Perche, Pseudorasbora, Gardon, Tanche, Carpe miroir, Carpe commune, Able de Heckel, Rotengle, Sandre, Chevaine",17,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2011,"Chabot, Vairon, Loche franche, Spirlin, Truite de riviere, Goujon, Perche soleil, Pseudorasbora, Perche, Lamproie de planer, Carpe commune, Gardon, Able de Heckel, Tanche, Chevaine",15,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2013,"Vairon, Chabot, Loche franche, Perche soleil, Truite de riviere, Chevaine, Perche, Spirlin, Carassin, Pseudorasbora, Goujon, Lamproie indéterminée (genre Lampetra), Lamproie de planer",13,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2015,"Chabot, Vairon, Loche franche, Spirlin, Truite de riviere, Chevaine, Pseudorasbora, Lamproie de planer, Perche, Perche soleil, Carassin, Goujon, Gardon, Tanche, Silure glane",15,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2017,"Vairon, Chabot, Spirlin, Loche franche, Truite de riviere, Goujon, Pseudorasbora, Lamproie de planer, Perche soleil, Gardon, Carpe commune, Rotengle, Perche, Chevaine, Carassin",15,1013965,6723745,A1,A
02003350 - Seppois-le-Bas,2019,"Vairon, Chabot, Spirlin, Loche franche, Truite de riviere, Goujon, Gardon, Lamproie de planer, Perche soleil, Perche, Rotengle, Carpe miroir, Pseudorasbora, Tanche",14,1013965,6723745,A1,A
02004300 - Sewen,2005,"Truite de riviere, Chabot",2,991066,6751681,A1,A
02004300 - Sewen,2007,"Truite de riviere, Chabot",2,991066,6751681,A1,A
02004300 - Sewen,2013,"Truite de riviere, Chabot",2,991066,6751681,A1,A
02004300 - Sewen,2015,"Truite de riviere, Chabot",2,991066,6751681,A1,A
02004300 - Sewen,2017,"Truite de riviere, Chabot",2,991066,6751681,A1,A
02004300 - Sewen,2019,"Truite de riviere, Chabot",2,991066,6751681,A1,A
02005700 - Reiningue,1993,"Loche franche, Vairon, Goujon, Chevaine, Chabot, Truite de riviere, Ombre commun",7,1017320,6747026,A1,A
02005700 - Reiningue,1995,"Loche franche, Ombre commun, Vairon, Chabot, Chevaine, Goujon, Truite de riviere, Vandoise",8,1017320,6747026,A1,A
02005700 - Reiningue,1997,"Loche franche, Goujon, Chabot, Vairon, Truite de riviere, Chevaine, Epinoche, Ombre commun, Spirlin, Gardon, Brochet",11,1017320,6747026,A1,A
02005700 - Reiningue,1999,"Loche franche, Vairon, Chabot, Goujon, Ombre commun, Truite de riviere, Lamproie de planer, Epinoche, Chevaine, Spirlin, Brochet, Gardon",12,1017320,6747026,A1,A
02005700 - Reiningue,2001,"Vairon, Chabot, Loche franche, Lamproie de planer, Goujon, Spirlin, Ombre commun, Saumon atlantique, Truite de riviere, Chevaine, Epinoche, Tanche",12,1017320,6747026,A1,A
02005700 - Reiningue,2003,"Loche franche, Vairon, Goujon, Saumon atlantique, Chabot, Spirlin, Chevaine, Epinoche, Truite de riviere, Ombre commun, Lamproie de planer, Perche soleil",12,1017320,6747026,A1,A
02005700 - Reiningue,2005,"Loche franche, Vairon, Saumon atlantique, Epinoche, Chabot, Chevaine, Lamproie de planer, Goujon, Truite de riviere, Spirlin, Gardon, Ombre commun, Perche, Barbeau fluviatile",14,1017320,6747026,A1,A
02005700 - Reiningue,2007,"Vairon, Loche franche, Spirlin, Chabot, Goujon, Truite de riviere, Chevaine, Epinoche, Saumon atlantique, Ombre commun, Lamproie de planer, Barbeau fluviatile, Perche soleil, Brochet, Perche",15,1017320,6747026,A1,A
02005700 - Reiningue,2009,"Vairon, Loche franche, Chabot, Epinoche, Spirlin, Goujon, Chevaine, Truite de riviere, Lamproie de planer, Barbeau fluviatile, Gardon, Saumon atlantique",12,1017320,6747026,A1,A
02005700 - Reiningue,2011,"Loche franche, Vairon, Chabot, Epinoche, Goujon, Spirlin, Truite de riviere, Lamproie de planer, Chevaine, Saumon atlantique, Ombre commun",11,1017320,6747026,A1,A
02005700 - Reiningue,2013,"Vairon, Loche franche, Goujon, Chabot, Spirlin, Epinoche, Truite de riviere, Chevaine, Lamproie indéterminée (genre Lampetra), Barbeau fluviatile, Saumon atlantique",11,1017320,6747026,A1,A
